"name","icono","range","tags","description"
"Soltar","encantamiento.png",0,"[A Voluntad][Encantamiento]","Escoges una criatura visible situada a un
máximo de 6 metros de ti. La criatura deja
caer los objetos que lleve en las manos
si no supera una salvación de Voluntad.
Las criaturas con las claves [Constructo] o
[Feérico] son inmunes a este conjuro.
"
"Sonido","ilusion.png",0,"[A Voluntad][Ilusión]","Produces el sonido ilusorio que desees
en un punto situado a un máximo de 12
metros de ti. Este ruido puede tener un
volumen que oscila desde un susurro
hasta un grito y puede durar, como máximo, hasta el inicio de tu próximo turno.
"
"Soplo de Viento","evocacion.png",0,"[A Voluntad][Evocación]","Provocas un soplo de viento en un punto situado a un máximo de 12 metros de
ti. Tiene la fuerza suficiente para apagar
pequeños fuegos y hacer volar objetos
muy ligeros, como papeles.
"
"Sugestión","encantamiento.png",2,"[Rango 2][Encantamiento][Concentración]","Influyes mágicamente en una criatura
que puedas ver y que se encuentre a un
máximo de 12 metros de ti para que
haga algo que quieres, incluyendo los
condicionantes que desees. La criatura
debe superar una salvación de Voluntad
u obedecer las instrucciones lo mejor
que pueda, siempre y cuando en ellas no
se incluya algo que le dañe directamente,
en cuyo caso el conjuro finaliza. Las
criaturas que posean la clave [Feérico]
son inmunes a este conjuro. Además, el
conjuro finaliza si tus aliados o tú dañáis
al objetivo, si pasan 8 horas o cuando la
sugestión se cumple.
"
"Sugestión de Masas","encantamiento.png",6,"[Rango 6][Encantamiento]","Influyes mágicamente a un máximo de
12 criaturas que puedas ver y que se encuentren a un máximo de 12 metros de
ti para que hagan algo que quieres, incluyendo los condicionantes que desees. La
criatura debe superar una salvación de
Voluntad u obedecer las instrucciones
lo mejor que pueda, siempre y cuando
en ellas no se incluya algo que le dañe
directamente, en cuyo caso el conjuro
finaliza. Las criaturas que posean la clave [Feérico] son inmunes a este conjuro.
Además, el conjuro finaliza si tus aliados
o tú dañáis al objetivo, si pasan 24 horas
o cuando la sugestión se cumple.
<br><br><b>Potenciación</b>. Si lanzas el conjuro
con el rango 7, la duración aumenta a
10 días. Si lanzas el conjuro con rango
8, aumenta a un mes, y con rango 9 aumenta un año.
"
"Telaraña","conjuracion.png",2,"[Rango 2][Conjuración][Concentración]","Conjuras una masa de pegajosas redes
en un radio de 4 metros desde un
punto de tu elección a un máximo de
12 metros de ti. Estas telarañas duran 1
hora y poseen las claves [Terreno Difícil] y
[Visibilidad Reducida]. Cada criatura que
empieza su turno en las telarañas o que
entra en ellas durante su turno, debe
superar una salvación de Reflejos o quedar atrapada y en estado [Frenado]. Una
criatura puede usar su acción para hacer
una prueba de atributo de Fuerza contra
la CD de tu salvación de conjuros. Si la
supera, se libera de la telaraña.
"
"Teleportar","conjuracion.png",7,"[Rango 7][Conjuración]","Escoge hasta ocho criaturas voluntarias,
visibles y a un máximo de 4 metros de
ti. Este conjuro teleporta a las criaturas
elegidas y a ti a cualquier lugar del mismo mundo.
Debes conocer el destino elegido. Tira
1d100 y consulta la Tabla del Conjuro
Teleportar.
La familiaridad que poseas con el
destino determina la probabilidad de
que el conjuro salga bien. El resultado
puede ser:
• En el objetivo. Llegáis al lugar
deseado.
• Fuera del objetivo. Llegáis a un
lugar a 1d10x1d10 por ciento de la
distancia que se necesita recorrer.
• Área similar. Llegáis a un área
diferente que es similar, aunque
puede estar en la otra punta del
mundo.
• Problema. Cada criatura teleportada recibe 3d10 puntos de daño
místico y el Árbitro repite las tiradas para ver dónde os teleportáis.
TABLA DEL CONJURO TELEPORTAR
Familiaridad Problema Área Similar Fuera del
Objetivo En el
Objetivo
Círculo
permanente - - - 01-100
Objeto asociado - - - 01-100
Muy Familiar 01-05 06-13 14-24 25-100
Visto de vez en
cuando 01-33 34-43 44-53 54-100
Visto una vez 01-43 44-53 54-73 74-100
Descripción 01-43 44-53 54-73 74-100
Destino falso 01-50 51-100 - "
"Telequinesia","transmutacion.png",5,"[Rango 5][Transmutación][Concentración]","Puedes mover y manipular objetos o
criaturas mentalmente en un radio de 24
metros de ti. Cuando lanzas este conjuro
y cada vez que empleas una acción en
tu asalto durante 10 minutos puedes
un efecto sobre un objetivo concreto.
Cuando cambias de objetivo, el anterior
deja de verse afectado.
Si el objetivo es un objeto, puedes
moverlo siempre y cuando pese menos
de 500 Kg y ninguna criatura lo esté
sujetando ni transportando.
Si el objeto está siendo sujetado por una
criatura, o si el objetivo es una criatura,
puedes moverla si superas una prueba
enfrentada de tu atributo de lanzamiento de conjuros contra la Fuerza de la
víctima. Si logras vencer, puedes mover
a la criatura o al objeto hasta 12 metros
en cualquier dirección, sin salir del área
afectada por tu telequinesia.
Una criatura afectada quedará en estado
[Frenado] hasta el final de tu siguiente
turno. En los siguientes turnos podrás
usar tu acción para intentar mantener
tu presa mental con una nueva prueba enfrentada.
"
"Tentáculos Negros","conjuracion.png",4,"[Rango 4][Conjuración][Concentración]","Creas tentáculos oscuros que inundan
el suelo en una zona cuadrada de 8
metros de lado que puedes ver y que
no se encuentra a más de 36 metros de
ti. Durante 1 minuto, estos tentáculos
convierten el suelo en [Terreno Difícil].
Cuando una criatura entra en el área
afectada por primera vez en un turno o
empieza su turno allí, debe superar una
salvación de Reflejos o sufrir 3d6 puntos
de daño contundente y quedar bajo la
clave [Frenado] hasta que el conjuro finalice. Una criatura que empieza su turno
en el área y ya está en estado [Frenado]
por los tentáculos también sufre daño. Una criatura con la clave [Frenado] debido a los tentáculos está apresada por
ellos y puede usar su acción para realizar
una prueba de atributo de Fuerza o
Destreza contra la CD de salvación del
conjuro. Si tiene éxito, se libera.
"
"Terremoto","evocacion.png",8,"[Rango 8][Evocación][Concentración][Diario]","Creas un terremoto en un punto visible
a un máximo de 200 metros de ti. Durante 1 minuto, un fuerte temblor hace
que las criaturas y edificios en un área de
40 metros de radio se agiten.
Todo el área se considera [Terreno Difícil]
y las criaturas que se estén concentrando dentro del mismo deben superar
una salvación de Fortaleza para que la
[Concentración] no se interrumpa.
Además, cada turno se debe superar una
salvación de Reflejos o quedar en estado [Derribado].
En la zona se abren 1d6 grietas de 1d6x5
metros de profundidad, 4 metros de
ancho y se extienden de un borde del
área a otro. El Árbitro decide dónde
aparecen las grietas.
Si una de estas grietas se abre bajo un
edificio, puede derrumbarlo. Las criaturas en el interior de un edificio que se
derrumba deben superar una salvación
de Destreza o reciben 5d6 puntos de
daño contundente, quedan en estado
[Derribado] y son atrapados por los
escombros —prueba de Fuerza CD 20 para salir—.
El Árbitro puede ajustar los valores
de daño y dificultad en función de las
dimensiones del edificio.
"
"Terreno Alucinógeno","ilusion.png",4,"[Rango 4][Ilusión]","Empleas 10 minutos para hacer que
un terreno natural en un cubo de 60
metros de lado dentro un radio de 120
metros centrado en ti se vea, suene y
huela como otro tipo de terreno natural.
Las estructuras manufacturadas, equipo
y las criaturas en el área no pueden ser
cambiados en apariencia. Dura 24 horas.
Las características físicas del terreno no
se modifican. Si las diferencias no son
notables y no es obvio en el tránsito, una
criatura que examine minuciosamente la
ilusión puede intentar una prueba de
Inteligencia contra la CD de salvación
del hechizo para desvelarla. Las criaturas
que se dan cuenta de lo que es realmente
la ilusión, ven una vaga imagen superpuesta sobre el terreno.
"
"Terribles Carcajadas","encantamiento.png",1,"[Rango 1][Encantamiento][Concentración]","Eliges una criatura situada que puedas
ver a un máximo de 12 metros de ti.
La criatura debe superar una salvación
de Voluntad o empezará a percibir
todo de forma cómica y caerá al suelo
desternillándose de la risa. A todos
los efectos, la criatura se considera en
estado [Incapacitado] durante 1 minuto,
aunque al final de cada turno y cada vez
que reciba daño puede repetir la salvación para resistir el conjuro. En el caso
de haber repetido la salvación por haber
sido atacada, la criatura obtiene ventaja.
Las criaturas con INT menor o igual a -3
no se ven afectadas.
"
"Toque Gélido","necromancia.png",0,"[A Voluntad][Nigromancia]","Llevas el abrumador frío de la muerte a
una criatura que esté a un máximo de 48
metros de ti. Realiza una tirada de ataque
de conjuro a distancia contra la criatura.
Si impactas, sufre 1d6 puntos de daño
de oscuridad y no puede recuperar PG
hasta tu próximo turno. Si la criatura
es un [Muerto Viviente], además tiene
desventaja en cualquier tirada de ataque
que realice contra ti hasta el final de tu
siguiente turno. El daño aumenta 1d6 cuando subes al
nivel 3 (2d6), al nivel 6 (3d6) y al nivel 9 (4d6).
"
"Toque Vampírico","necromancia.png",3,"[Rango 3][Nigromancia][Concentración]","Tu mano se envuelve de energía oscura
que absorbe la fuerza vital de los demás
para curar tus propias heridas. Haz un
ataque de conjuro cuerpo a cuerpo
contra una criatura. Si logras impactar,
el objetivo sufre 3d6 puntos de daño
de oscuridad, y tú recuperas tantos PG
como la mitad del daño realizado. Durante 1 minuto, puedes hacer el ataque
otra vez en cada uno de tus turnos como una acción.
<br><br><b>Potenciación</b>. Incrementas el daño 1d6
por cada rango que aumentes.
"
"Tormenta de Fuego","evocacion.png",7,"[Rango 7][Evocación]","Escoge un punto situado a un máximo
de 60 metros de ti. Una tormenta de
abrasadoras llamas aparece en el punto
escogido y cubre un área con un radio de 12 metros.
Todas las criaturas en el área de la tormenta reciben 7d10 puntos de daño de
fuego o la mitad si superan una salvación de Reflejos.
Puedes hacer que el fuego de la tormenta no afecte a la vegetación.
"
"Tormenta de Granizo","conjuracion.png",3,"[Rango 3][Conjuración][Concentración]","Escoges un punto situado a 60 metros
de ti como máximo. Durante 1 minuto,
una lluvia de granizo cae en un cilindro
de 16 metros de radio y 8 metros de
alto centrado en el punto escogido. El
área adquiere las claves [Terreno Difícil]
y [Sin Visibilidad], y cualquier llama
expuesta dentro del área se extingue.
Cuando una criatura entre en el área
debe superar una salvación de Reflejos o
quedar bajo la clave [Derribado]. Las criaturas que se estén concentrando dentro
del área del conjuro deberán superar
una salvación de Fortaleza o perder la concentración.
"
"Tormenta de Hielo","evocacion.png",4,"[Rango 4][Evocación]","Creas una tormenta de trozos de hielo
duros como la roca, que golpea el suelo
en un radio de 4 metros desde un punto
situado a un máximo de 120 metros de
ti. La tormenta tiene una altura de 16
metros. Cada criatura en el área debe
realizar una salvación de Reflejos. Las
criaturas que fracasan reciben 2d8 puntos de daño contundente y 4d6 puntos
de daño de escarcha, o la mitad de daño
si tienen éxito en la salvación.
Los trozos de hielo otorgan al área la
clave [Terreno Difícil] hasta el final de tu siguiente turno.
<br><br><b>Potenciación</b>. Incrementas el daño 1d8 por cada rango que aumentes.
"
"Tormenta de Relámpagos","conjuracion.png",3,"[Rango 3][Conjuración][Concentración]","Creas una nube tormentosa en un radio
de 6 metros de un punto visible en el
exterior que elijas a un máximo de 48
metros de ti. Durante 10 minutos,
empiezan a caer rayos y relámpagos,
provocando que cada criatura que se
encuentre en el área deba realizar una
salvación de Reflejos. Si falla la salvación, la criatura sufre 3d10 puntos de
daño de rayo, mientras que si tiene éxito
recibe la mitad del daño. En cada uno
de tus turnos, hasta que finalice el efecto
del conjuro, puedes emplear tu acción
para invocar más relámpagos en el área.
Cuando lanzas este conjuro bajo una
tormenta, el daño aumenta 1d10.
<br><br><b>Potenciación</b>. Incrementas el daño
1d10 por cada rango que aumentes.
"
"Tormenta de Venganza","conjuracion.png",9,"[Rango 9][Conjuración][Concentración]","Escoges un punto visible en cuyo centro
surge una tempestuosa tormenta que se
extiende en un radio de 150 metros de
radio y dura 1 minuto.
La tormenta está formada por nubes,
relámpagos y fuertes vientos. Cada criatura en el interior de la tormenta cuando
esta surge, sufre 2d6 puntos de daño de
trueno y queda en estado [Ensordecido] durante 5 minutos.
Cada asalto en el cual mantengas la
[Concentración] puedes producir un efecto adicional:
• Asalto 2. Cae una lluvia ácida que
causa 1d6 puntos de daño de ácido
a todas las criaturas y objetos en
el área.
• Asalto 3. Escoges seis criaturas u
objetos en el área. Cada objetivo
recibe el impacto de un rayo que
le produce 10d6 puntos de daño
de rayo o la mitad si supera una
salvación de Destreza con éxito.
• Asalto 4. Cae un granizado sobre
las criaturas del área, que causa 2d6
puntos de daño contundente.
• Asalto 5-10. Caen ráfagas de lluvia
escarchada en el área, volviéndola
[Terreno Difícil] y [Sin Visibilidad].
Cada criatura en el interior del
área sufre 1d6 puntos de daño de
escarcha. Además, las condiciones
climatológicas hacen imposible
realizar ataques a distancia o mantener la [Concentración].
"
"Transformar Piedra","transmutacion.png",4,"[Rango 4][Transmutación]","Tocas un objeto de tamaño inferior a
2 metros o una sección de piedra similar
y la conviertes en cualquier forma que
sirva a tus propósitos. El objeto que
creas puede tener hasta dos bisagras y
un pestillo, pero un detallado mecanismo no es posible de replicar.
"
